"","neighborhood","building_class_category","tax_class_at_present","building_class_at_present","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date","latitude","longitude"
"506","HARLEM-EAST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1708,1600,1890,"1","C0",2500000,2021-12-09,40.78922,-73.9494
"507","HARLEM-EAST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2422,2352,1901,"1","C0",750000,2022-02-17,40.79565,-73.9339
"508","HARLEM-EAST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2913,3053,2007,"1","C0",1950000,2021-12-27,40.79876,-73.93462
"509","HARLEM-EAST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2252,3053,2007,"1","C0",1850000,2022-02-24,40.79894,-73.93472
"510","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2","C7",28,2,30,4844,19884,1930,"2","C7",5250000,2022-02-10,40.79617,-73.94611
"511","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,2,10,2375,8765,1910,"2","C7",590000,2021-11-10,40.78682,-73.95002
"512","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,2,10,2374,8765,1910,"2","C7",565000,2022-06-10,40.78682,-73.95002
"513","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2","C4",14,0,14,2724,12270,1910,"2","C4",3800000,2022-07-19,40.7896,-73.94735
"514","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2A","C5",6,0,6,1250,3920,1900,"2","C5",350000,2022-03-09,40.79263,-73.94627
"515","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,2,10,2851,7670,1910,"2","C7",1313000,2022-09-21,40.79225,-73.94561
"516","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,0,8,2851,7328,1900,"2","C4",1313000,2022-09-21,40.79219,-73.94552
"517","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2B","C1",8,0,8,2523,6912,1910,"2","C1",1950000,2021-11-05,40.79405,-73.94208
"518","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1817,3483,1890,"2","C3",2760000,2022-05-23,40.7972,-73.93992
"519","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2B","C1",8,0,8,1817,4639,1910,"2","C1",2950000,2022-10-26,40.79707,-73.93955
"520","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1682,3820,1890,"2","C3",1770000,2022-04-22,40.79627,-73.93439
"521","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2","C7",28,2,30,4162,17454,1910,"2","C7",7550000,2022-08-08,40.8027,-73.93187
"522","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,2497,8615,1900,"2","C4",7550000,2022-08-08,40.80275,-73.93198
"523","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,2497,8615,1900,"2","C4",7550000,2022-08-08,40.80277,-73.93207
"524","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2A","C4",4,0,4,1716,2445,1900,"2","C4",8e+05,2022-02-22,40.79759,-73.93354
"525","HARLEM-EAST","07 RENTALS - WALKUP APARTMENTS","2","C4",35,0,35,5046,21100,1906,"2","C4",6e+06,2022-01-28,40.79626,-73.93063
"526","HARLEM-EAST","08 RENTALS - ELEVATOR APARTMENTS","2","D1",60,0,60,27047,65019,1920,"2","D1",2.4e+07,2021-12-03,40.78998,-73.94712
"527","HARLEM-EAST","08 RENTALS - ELEVATOR APARTMENTS","2","D7",23,1,24,4218,19924,1900,"2","D7",6687500,2021-12-20,40.79414,-73.93433
"528","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1083,3600,1910,"2","S4",1525000,2022-04-28,40.79304,-73.94551
"529","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1202,3300,1963,"2","S4",3600000,2022-07-20,40.79538,-73.9422
"530","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1700,4640,1915,"2","S3",1990000,2022-10-04,40.79374,-73.94262
"531","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1700,4640,1915,"2","S3",315000,2021-12-06,40.79374,-73.94262
"532","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S5",5,1,6,2523,6092,1910,"2","S5",2100000,2021-11-05,40.79438,-73.94193
"533","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1400,4120,1910,"2","S3",1875000,2021-11-22,40.79738,-73.93781
"534","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1400,4000,1910,"2","S3",1875000,2021-11-22,40.79734,-73.93784
"535","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2A","S9",2,2,4,1122,4988,1920,"2","S9",1800000,2022-02-22,40.79235,-73.94084
"536","HARLEM-EAST","14 RENTALS - 4-10 UNIT","2B","S9",6,2,8,2163,6184,1900,"2","S9",2650000,2022-05-31,40.79729,-73.93724
"537","HARLEM-EAST","21 OFFICE BUILDINGS","4","O5",0,2,2,2018,4480,1890,"4","O5",1700000,2022-03-18,40.79755,-73.93964
"538","HARLEM-EAST","22 STORE BUILDINGS","4","K2",0,1,1,2525,3965,1910,"4","K2",2850000,2022-04-14,40.7914,-73.94514
"539","HARLEM-EAST","22 STORE BUILDINGS","4","I9",0,4,4,13623,22636,1900,"4","K1",4100000,2021-11-05,40.79411,-73.94237
"540","HARLEM-EAST","22 STORE BUILDINGS","4","K1",0,1,1,4875,4875,1920,"4","K1",7100000,2022-06-16,40.79494,-73.94181
"541","HARLEM-EAST","29 COMMERCIAL GARAGES","4","G2",0,2,2,11101,15600,1924,"4","G2",9300000,2021-11-05,40.79438,-73.94209
"542","HARLEM-EAST","30 WAREHOUSES","4","E1",0,1,1,2523,4421,1920,"4","E1",750000,2021-11-05,40.79407,-73.94215
"543","HARLEM-EAST","30 WAREHOUSES","4","E9",0,1,1,2523,3621,1910,"4","E9",2236025,2021-12-22,40.79257,-73.93972
"544","HARLEM-EAST","30 WAREHOUSES","4","E7",0,4,4,21596,257400,1913,"4","E7",267400000,2021-12-16,40.79257,-73.93744
"545","HARLEM-EAST","31 COMMERCIAL VACANT LAND","4","V1",0,0,0,2250,0,1932,"4","V1",2e+06,2021-11-15,40.79965,-73.94346
"546","HARLEM-EAST","32 HOSPITAL AND HEALTH FACILITIES","4","I9",0,1,1,2759,6773,1900,"4","I9",2900000,2021-11-05,40.79425,-73.94239
"547","HARLEM-EAST","32 HOSPITAL AND HEALTH FACILITIES","4","I9",0,1,1,2841,5942,1900,"4","I9",2900000,2021-11-05,40.79427,-73.9423
"548","HARLEM-EAST","32 HOSPITAL AND HEALTH FACILITIES","4","I9",0,1,1,7150,26102,1950,"4","I9",19800000,2021-12-17,40.80244,-73.9364
"549","HARLEM-UPPER","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1681,4452,1926,"1","A9",4246000,2022-09-14,40.8237,-73.94823
"550","HARLEM-UPPER","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1847,4192,1899,"1","A9",2972500,2022-10-28,40.82377,-73.94766
"551","HARLEM-UPPER","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1998,4730,1901,"1","A9",1e+05,2022-07-20,40.82481,-73.94497
"552","HARLEM-UPPER","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1408,4400,1910,"1","A9",1900000,2022-01-06,40.82872,-73.94165
"553","HARLEM-UPPER","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1599,3840,1920,"1","A4",3150000,2021-12-21,40.82337,-73.95057
"554","HARLEM-UPPER","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1434,3960,1920,"1","B9",1850000,2022-01-26,40.82886,-73.94152
"555","HARLEM-UPPER","02 TWO FAMILY DWELLINGS","1","S2",2,1,3,1500,3000,1926,"1","S2",5550000,2022-05-09,40.82923,-73.94504
"556","HARLEM-UPPER","02 TWO FAMILY DWELLINGS","1","S2",2,1,3,1400,2500,1910,"1","S2",5550000,2022-05-09,40.82936,-73.94491
"557","HARLEM-UPPER","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1342,3840,1899,"1","B1",1500000,2022-07-07,40.83079,-73.94662
"558","HARLEM-UPPER","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1799,4420,1899,"1","C0",2840000,2021-12-10,40.8239,-73.94794
"559","HARLEM-UPPER","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1898,3876,1901,"1","C0",1090000,2022-01-18,40.82456,-73.94547
"560","HARLEM-UPPER","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1815,4543,1899,"1","C0",2125000,2022-02-02,40.82417,-73.95148
"561","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2B","C5",10,0,10,1799,4863,1920,"2","C5",2e+06,2022-04-13,40.82186,-73.94887
"562","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2A","C2",6,0,6,1799,4405,1920,"2","C2",1700000,2022-02-08,40.82247,-73.94844
"563","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2A","C2",5,0,5,996,3200,1920,"2","C2",2499000,2022-03-01,40.82535,-73.9455
"564","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2A","C2",6,0,6,1872,2580,1926,"2","C2",1120000,2022-09-21,40.82644,-73.946
"565","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2","C1",20,0,20,4995,17013,1920,"2","C1",285000,2022-08-26,40.82786,-73.94847
"566","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2A","C5",6,0,6,1499,3408,1910,"2","C5",750000,2022-05-03,40.82892,-73.94602
"567","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1499,3564,1910,"2","C3",1320000,2022-05-04,40.82886,-73.94593
"568","HARLEM-UPPER","07 RENTALS - WALKUP APARTMENTS","2","C1",21,0,21,4163,14010,1900,"2","C1",5e+06,2022-04-11,40.83027,-73.94633
"569","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D7",26,8,34,9458,31390,1920,"2","D7",385000,2021-12-30,40.82822,-73.94365
"570","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D7",26,8,34,9458,31390,1920,"2","D7",510000,2021-11-18,40.82822,-73.94365
"571","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D1",30,0,30,8743,45000,1910,"2","D1",86553,2022-06-13,40.82484,-73.94928
"572","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D1",30,0,30,8743,45000,1910,"2","D1",78764,2022-01-14,40.82484,-73.94928
"573","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D1",30,0,30,8743,45000,1910,"2","D1",47864,2022-03-31,40.82507,-73.94983
"574","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D1",30,0,30,8743,45000,1910,"2","D1",90500,2022-03-17,40.82507,-73.94983
"575","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D1",29,0,29,4996,31500,1920,"2","D1",6075000,2022-02-04,40.82931,-73.94606
"576","HARLEM-UPPER","08 RENTALS - ELEVATOR APARTMENTS","2","D1",56,0,56,13864,62345,1909,"2","D1",8675000,2022-09-08,40.823,-73.95544
"577","HARLEM-UPPER","11 SPECIAL CONDO BILLING LOTS","2","RR",15,0,15,0,14659,2015,"2","RR",343155,2021-11-17,40.82836,-73.94938
"578","HARLEM-UPPER","11 SPECIAL CONDO BILLING LOTS","2","RR",15,0,15,0,14659,2015,"2","RR",515474,2021-11-23,40.82836,-73.94938
"579","HARLEM-UPPER","11 SPECIAL CONDO BILLING LOTS","2","RR",15,0,15,0,14659,2015,"2","RR",86328,2021-11-18,40.82836,-73.94938
"580","HARLEM-UPPER","11 SPECIAL CONDO BILLING LOTS","2","RR",15,0,15,0,14659,2015,"2","RR",86328,2021-12-07,40.82836,-73.94938
"581","HARLEM-UPPER","11 SPECIAL CONDO BILLING LOTS","2","RR",15,0,15,0,14659,2015,"2","RR",86328,2021-11-19,40.82836,-73.94938
"582","HARLEM-UPPER","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1400,3060,1910,"2","S3",2850000,2022-04-27,40.82417,-73.95163
"583","HARLEM-UPPER","14 RENTALS - 4-10 UNIT","2A","S9",4,2,6,2700,5000,1880,"2","S9",5550000,2022-05-09,40.82934,-73.94491
"584","HARLEM-UPPER","26 OTHER HOTELS","4","HR",0,1,1,3326,12800,1926,"4","HR",8509958,2022-10-25,40.82585,-73.94854
"585","HARLEM-UPPER","26 OTHER HOTELS","4","HR",0,1,1,3330,12880,1930,"4","HR",8509958,2022-10-25,40.82586,-73.94831
"586","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS","2","C1",20,0,20,5731,20375,1910,"2","C1",390000,2022-06-08,40.81386,-73.95258
"587","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS","2","C7",22,1,23,2492,13324,1901,"2","C7",3e+06,2021-12-30,40.81844,-73.95679
"588","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS","2","C4",11,0,11,2500,7650,1901,"2","C4",3e+06,2021-12-30,40.81855,-73.95681
"589","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,0,8,2500,10750,1901,"2","C4",3e+06,2021-12-30,40.81856,-73.9567
"590","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,0,8,2500,7650,1901,"2","C4",3e+06,2021-12-30,40.81863,-73.95664
"591","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,0,8,1875,5648,1920,"2","C4",3e+06,2021-12-30,40.81866,-73.95653
"592","HARLEM-WEST","07 RENTALS - WALKUP APARTMENTS","2","C1",20,0,20,5445,19600,1905,"2","C1",420000,2022-02-10,40.82093,-73.95543
"593","HARLEM-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D3",1272,0,1272,522764,1291359,1959,"2","D3",6e+06,2022-10-13,40.81345,-73.95621
"594","HARLEM-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D7",50,5,55,10625,53340,1905,"2","D7",3e+06,2021-12-30,40.81613,-73.95731
"595","HARLEM-WEST","21 OFFICE BUILDINGS","4","O5",0,6,6,34970,210000,1924,"4","O5",3e+06,2021-12-30,40.81833,-73.95784
"596","HARLEM-WEST","22 STORE BUILDINGS","4","K2",0,1,1,6677,13058,1940,"4","K2",7500000,2022-03-30,40.77554,-73.99147
"597","HARLEM-WEST","22 STORE BUILDINGS","4","K2",0,1,1,6677,13058,1940,"4","K2",58800000,2021-12-30,40.77554,-73.99147
"598","HARLEM-WEST","22 STORE BUILDINGS","4","K2",0,1,1,34537,41347,1938,"4","K2",25200000,2021-12-30,40.81974,-73.95936
"599","HARLEM-WEST","22 STORE BUILDINGS","4","K2",0,1,1,2500,3400,1926,"4","K2",2200000,2021-12-22,40.8219,-73.95056
"600","HARLEM-WEST","29 COMMERCIAL GARAGES","4","G1",0,1,1,4996,4996,1930,"4","G1",1451613,2021-12-30,40.81872,-73.9591
"601","HARLEM-WEST","29 COMMERCIAL GARAGES","4","G1",0,1,1,14988,17800,1926,"4","G1",1451613,2021-12-30,40.81858,-73.95876
"602","HARLEM-WEST","29 COMMERCIAL GARAGES","4","G1",0,2,2,7494,16000,1940,"4","G1",1451613,2021-12-30,40.81845,-73.95844
"603","HARLEM-WEST","29 COMMERCIAL GARAGES","4","G9",0,1,1,9992,7500,1910,"4","G9",3e+06,2021-12-30,40.81898,-73.9589
"604","HARLEM-WEST","29 COMMERCIAL GARAGES","4","G9",0,2,2,9992,19984,1912,"4","G9",3e+06,2021-12-30,40.81904,-73.95907
"605","HARLEM-WEST","30 WAREHOUSES","4","E1",0,1,1,11643,11579,1900,"4","E1",6500000,2021-12-30,40.81518,-73.95421
"606","HARLEM-WEST","30 WAREHOUSES","4","E7",0,1,1,6490,80742,1928,"4","E7",55400000,2021-12-16,40.82057,-73.95779
"607","HARLEM-WEST","30 WAREHOUSES","4","E1",0,4,4,7603,22500,1953,"4","E1",18050000,2022-03-03,40.77554,-73.99147
"608","HARLEM-WEST","30 WAREHOUSES","4","E7",0,1,1,12490,86625,1925,"4","E7",87700000,2021-12-16,40.82028,-73.95819
"609","HARLEM-WEST","31 COMMERCIAL VACANT LAND","4","V1",0,0,0,12490,0,1950,"4","V1",6e+06,2022-10-13,40.81676,-73.95428
"610","HARLEM-WEST","31 COMMERCIAL VACANT LAND","4","V1",0,0,0,3000,0,1960,"4","V1",1451613,2021-12-30,40.77554,-73.99147
"611","HARLEM-WEST","31 COMMERCIAL VACANT LAND","4","V1",0,0,0,9992,0,1910,"4","V1",3e+06,2021-12-30,40.81807,-73.95754
"612","HARLEM-WEST","31 COMMERCIAL VACANT LAND","4","V1",0,0,0,19983,0,1920,"4","V1",3e+06,2021-12-30,40.81803,-73.95709
"613","HARLEM-WEST","33 EDUCATIONAL FACILITIES","4","W6",0,6,6,154876,478842,2019,"4","W6",1451613,2021-12-30,40.81826,-73.95954
"614","HARLEM-WEST","33 EDUCATIONAL FACILITIES","4","Z9",0,0,0,22500,22500,2021,"4","W6",1451613,2021-12-30,40.81585,-73.95287
"615","HARLEM-WEST","38 ASYLUMS AND HOMES","4","N2",8,2,10,3049,9960,1901,"4","N2",4420290,2022-09-09,40.81497,-73.95734
"616","HARLEM-WEST","39 TRANSPORTATION FACILITIES","4","T9",0,1,1,134844,318000,1989,"4","T9",3e+06,2021-12-30,40.82004,-73.9589
"617","HARLEM-WEST","39 TRANSPORTATION FACILITIES","4","Z9",0,0,0,46500,0,2021,"4","T9",3e+06,2021-12-30,40.81459,-73.94796
"618","INWOOD","01 ONE FAMILY DWELLINGS","1","A1",1,0,1,2400,2003,1925,"1","A1",832500,2022-03-18,40.87614,-73.91118
"619","INWOOD","01 ONE FAMILY DWELLINGS","1","A1",1,0,1,2399,1848,1910,"1","A1",959500,2022-06-15,40.87622,-73.91098
"620","INWOOD","02 TWO FAMILY DWELLINGS","1","B2",2,0,2,2500,2352,1920,"1","B2",1420000,2021-11-22,40.87593,-73.91299
"621","INWOOD","02 TWO FAMILY DWELLINGS","1","B2",2,0,2,2500,2352,1915,"1","B2",1222000,2021-11-22,40.87582,-73.91309
"622","INWOOD","02 TWO FAMILY DWELLINGS","1","B2",2,0,2,2500,2240,1920,"1","B2",1222000,2022-02-09,40.87577,-73.913
"623","INWOOD","07 RENTALS - WALKUP APARTMENTS","2B","C1",9,0,9,3175,6470,2001,"2","C1",2512500,2022-04-28,40.87782,-73.90957
"624","INWOOD","07 RENTALS - WALKUP APARTMENTS","2","C7",23,1,24,5000,20235,1917,"2","C7",350000,2022-05-11,40.86566,-73.92434
"625","INWOOD","07 RENTALS - WALKUP APARTMENTS","2","C7",23,1,24,5000,20235,1917,"2","C7",425000,2022-03-28,40.86566,-73.92434
"626","INWOOD","07 RENTALS - WALKUP APARTMENTS","2","C7",23,1,24,5000,20235,1917,"2","C7",229000,2021-12-29,40.86566,-73.92434
"627","INWOOD","07 RENTALS - WALKUP APARTMENTS","2A","C2",6,0,6,1863,3651,1989,"2","C2",1300000,2022-02-02,40.86798,-73.92273
"628","INWOOD","22 STORE BUILDINGS","4","K1",0,6,6,4999,5000,1923,"4","K1",3700000,2022-10-03,40.86244,-73.92303
"629","INWOOD","29 COMMERCIAL GARAGES","4","G3",0,1,1,27450,2100,2004,"4","G3",2.5e+07,2022-03-16,40.86405,-73.91731
"630","INWOOD","29 COMMERCIAL GARAGES","4","G1",0,2,2,17654,17655,1926,"4","G1",10,2022-06-06,40.87124,-73.91345
"631","INWOOD","29 COMMERCIAL GARAGES","4","GW",0,1,1,9999,10000,1965,"4","GW",10,2022-06-06,40.87105,-73.91307
"632","INWOOD","29 COMMERCIAL GARAGES","4","G2",0,2,2,9992,4500,1980,"4","G2",10400000,2021-11-03,40.86751,-73.91695
"633","INWOOD","30 WAREHOUSES","4","E7",0,1,1,57581,377493,1956,"4","E7",2.34e+08,2021-12-16,40.86887,-73.91669
"634","INWOOD","37 RELIGIOUS FACILITIES","4","M1",0,2,2,7050,7759,1924,"4","M1",1940000,2021-11-22,40.87558,-73.91296
"635","JAVITS CENTER","07 RENTALS - WALKUP APARTMENTS","2","C4",18,2,20,2468,9745,1900,"2","C4",6700000,2022-10-20,40.75471,-73.9962
"636","JAVITS CENTER","21 OFFICE BUILDINGS","4","O3",0,15,15,13899,112146,1918,"4","O3",7900000,2022-09-28,40.75216,-74.00003
"637","JAVITS CENTER","29 COMMERCIAL GARAGES","4","G1",0,1,1,4937,18702,1925,"4","G1",51740000,2022-03-14,40.75576,-73.99654
"638","JAVITS CENTER","30 WAREHOUSES","4","E1",0,1,1,7406,15000,1920,"4","E1",1.5e+07,2021-12-17,40.75569,-73.9972
"639","JAVITS CENTER","30 WAREHOUSES","4","E9",0,2,2,9875,9890,1910,"4","E9",51740000,2022-03-14,40.75548,-73.99672
"640","JAVITS CENTER","31 COMMERCIAL VACANT LAND","4","V1",0,0,0,11289,0,1900,"4","V1",4.8e+07,2022-05-10,40.75562,-73.99525
"641","JAVITS CENTER","31 COMMERCIAL VACANT LAND","4","V1",0,0,0,1282,0,1900,"4","V1",4.8e+07,2022-05-10,40.75573,-73.99482
"642","KIPS BAY","08 RENTALS - ELEVATOR APARTMENTS","2","D8",120,3,123,15280,110139,1900,"2","D8",43012500,2022-04-29,40.74052,-73.97681
"643","KIPS BAY","08 RENTALS - ELEVATOR APARTMENTS","2","D6",67,3,70,6164,47820,1986,"2","D6",55250000,2022-02-17,40.74178,-73.97707
"644","KIPS BAY","08 RENTALS - ELEVATOR APARTMENTS","2","D3",40,0,40,4938,19025,1910,"2","D3",13300000,2022-06-23,40.74497,-73.97476
"645","KIPS BAY","08 RENTALS - ELEVATOR APARTMENTS","2","D8",761,3,764,45190,922828,2014,"2","D8",8.37e+08,2022-03-01,40.74446,-73.97303
"646","KIPS BAY","11 SPECIAL CONDO BILLING LOTS","2","RR",408,0,408,32363,416337,2016,"2","RR",387500000,2022-09-23,40.74734,-73.97134
"647","KIPS BAY","26 OTHER HOTELS","4","H8",140,1,141,16176,112898,1965,"4","H8",124500000,2022-03-31,40.73252,-73.98371
"648","LITTLE ITALY","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,734,2100,1901,"1","A4",5950000,2022-07-15,40.72062,-73.99836
"649","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,1,9,2455,7579,1900,"2","C7",8800000,2022-02-03,40.72153,-73.99575
"650","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7",26,2,28,2422,13403,1900,"2","C7",11250000,2021-11-10,40.72146,-73.99442
"651","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7",16,1,17,2636,15120,1910,"2","C7",9613000,2022-04-07,40.72283,-73.99625
"652","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,1,9,1861,6269,1910,"2","C7",4700000,2022-01-11,40.72326,-73.99376
"653","LITTLE ITALY","08 RENTALS - ELEVATOR APARTMENTS","2","D7",152,4,156,36370,184900,1982,"2","D7",10,2021-11-19,40.72174,-73.99471
"654","LITTLE ITALY","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,939,2660,1900,"2","S4",1050000,2022-07-28,40.72099,-73.99465
"655","LITTLE ITALY","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1641,4045,1800,"2","S3",8500000,2022-09-14,40.72292,-73.9943
"656","LITTLE ITALY","22 STORE BUILDINGS","4","K4",0,8,8,5677,32214,1920,"4","K4",4.1e+07,2022-09-08,40.72028,-73.99581
"657","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",20,2,22,2612,11430,1920,"2","C7",3430000,2022-01-13,40.71297,-73.98887
"658","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,2,10,1875,7000,1910,"2","C7",3580000,2022-03-15,40.71375,-73.99171
"659","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2100,5024,1900,"2","C4",2920000,2022-05-12,40.71396,-73.98565
"660","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",24,2,26,3694,18170,1900,"2","C7",650000,2022-08-03,40.69339,-73.99475
"661","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,1,9,2185,6248,1900,"2","C7",2291500,2022-07-07,40.71423,-73.98569
"662","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C4",11,0,11,1725,6681,1910,"2","C4",2291500,2022-07-07,40.71429,-73.98579
"663","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C1",10,0,10,2067,5044,1910,"2","C1",3500000,2022-05-02,40.71422,-73.98611
"664","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",28,2,30,6221,27350,1910,"2","C7",560000,2022-04-18,40.71627,-73.98499
"665","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",28,2,30,6221,27350,1910,"2","C7",595000,2022-04-05,40.71605,-73.98549
"666","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",20,3,23,2499,13211,1920,"2","C7",8300000,2022-06-24,40.71906,-73.98523
"667","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C1",12,0,12,2499,10381,1920,"2","C1",10588490,2022-06-24,40.71871,-73.98546
"668","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C4",9,0,9,2227,12046,1920,"2","C4",21250000,2021-12-20,40.72013,-73.9837
"669","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,0,8,1703,7636,1920,"2","C4",21250000,2021-12-20,40.72017,-73.9838
"670","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",25,1,26,3772,15038,1910,"2","C7",14080000,2022-05-25,40.7188,-73.98706
"671","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",28,2,30,3771,15429,1910,"2","C7",1.4e+07,2022-08-02,40.71891,-73.987
"672","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",20,5,25,2884,16312,1920,"2","C7",10425000,2021-11-15,40.71851,-73.9889
"673","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,1,9,1646,5985,1900,"2","C7",3700000,2021-12-03,40.71973,-73.98881
"674","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",15,1,16,2196,9540,1900,"2","C7",10450000,2022-05-25,40.72195,-73.98762
"675","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",16,2,18,2210,7800,1900,"2","C7",10220000,2022-05-25,40.71892,-73.99097
"676","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7",142,5,147,39125,69800,1986,"2","C7",380000,2022-04-28,40.72189,-73.99042
"677","LOWER EAST SIDE","08 RENTALS - ELEVATOR APARTMENTS","2","D1",156,0,156,19484,137909,1982,"2","D1",16100000,2022-01-20,40.71659,-73.9881
"678","LOWER EAST SIDE","08 RENTALS - ELEVATOR APARTMENTS","2","D6",18,1,19,5029,32700,2002,"2","D6",19275000,2022-05-13,40.72006,-73.99124
